IncidentNum,incident_type,vic_type,mo,weapon_used,gang_related
101770-2018,PUBLIC INTOXICATION,Government,SUSPECT WAS INTOXICATED IN PUBLIC,,
001625-2019,CRIMINAL TRESPASS,Business,AP WAS ENTERED STORE W/O CONSENT AND WAS GIVEN PRIOR CT WARNING.,,
193412-2018,DWI,Society/Public,A/P WAS INTOXICATED WHILE OPERATING A MOTOR VEHICLE.,,
171381-2018,POSS MARIJUANA <2OZ,Society/Public,A/P WAS IN POSSESION OF MARIJUANA,,
072307-2018,DWI W/OPEN CONTAINER,Government,A/P OPERATING A MOTOR VEHICLE WHILE INTOXICATED,,
089752-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN A PUBLIC PLACE,,
067143-2018,PUBLIC INTOXICATION,Society/Public,AP ARRESTED FOR PUBLIC INTOXICATION,,
134882-2018,PUBLIC INTOXICATION,Government,SUSP WAS IN PUBLIC INTOXICATED,,
216492-2018,DWI,Society/Public,A/P WAS PLACED UNDER ARREST FOR DWI.,,
203190-2018,PUBLIC INTOXICATION,Society/Public,AP INTOXICATED IN PUBLIC BY UNKNOWN MEANS,,
258527-2018,DWI,Society/Public,DWI,,
216197-2018,CRIMINAL TRESPASS,Business,CRIMINAL TRESPASS ARREST.,,
068895-2018,CRIMINAL TRESPASS,Business,AP WAS ARRESTED FOR REFUSING TO LEAVE PROPERTY.,,
089137-2018,DWI,Government,SUSP WAS OPERATING A MOTOR VEHICLE WHILE INTOXICATED.,,
164122-2018,MAN DEL CONT SUB PEN GRP 1 > OR EQUAL 1G<4G,Society/Public,AP WAS IN POSSESSION OF 15 BAGS OF COCAINE,,
149953-2018,DWI 1 PREV CONV,Society/Public,A/P WAS PLACED UNDER ARREST FOR DWI.,,
196342-2020,FRAUD USE/POSS IDENTIFYING INFO # ITEMS 10<50,Individual,AP WAS IN POSSESSION OF IDENTIFYING INFORMATION W/ INTENT TO HARM,,
191819-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED,,
077757-2018,DWI,Society/Public,DWI,,
101789-2018,PUBLIC INTOXICATION,Government,SUSP WAS INTOXICATED ON SIDEWALK AND CAUSING DISTURBANCE,,
162031-2018,ROBBERY OF BUSINESS (AGG),Business,SUSP TOOK COMP'S PROP AT KNIFE POINT,Pocket Knife,UNK
235333-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION.,,
005701-2018,PUBLIC INTOXICATION,Government,AP BUTLER WAS INTOXICATED AND A DANGER TO HIMSELF AND OTHERS,Other,No
045178-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN A PUBLIC AREA,,
161260-2018,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,,UNKNOWN SUSPECT USED UNKNOWN MEANS TO STEAL MOTOR SCOOTER,,
007943-2020,PUBLIC INTOXICATION,Government,A/P STATED THAT HE SMOKED CRACK COCAINE AND MARIJUANA,,
095080-2020,ROBBERY OF BUSINESS,Individual,SUSP TOOK PROPERTY W/O PAYING AND ASSAULTED EMPLOYEES,Personal Weapons (Hands-Feet ETC),UNK
215883-2018,PUBLIC INTOXICATION,Society/Public,ARRESTEE WAS FOUND INTOXICATED IN A PUBLIC PLACE,,
206160-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,SUSP FIRED SHOTGUN AT COMP,Shotgun,UNK
250494-2019,RESIST ARREST SEARCH OR TRANSPORT,Society/Public,A/P RESISTED ENTERING SQUAD FOR TRANSPORT TO LEW STERRETT.,,
143617-2018,DWI,Society/Public,AP WAS DRIVING WHILE INTOXICATED.,,
154093-2018,PUBLIC INTOXICATION,Government,ARRESTEE WAS AT LOCATION INTOXICATED,,
198581-2018,DWI,Society/Public,DWI,,
225363-2018,POSS MARIJUANA <2OZ,Society/Public,POSS OF MARIJUANA,,
198415-2018,OTHER OFFENSE - MISDEMEANOR,Society/Public,SUSPECTS SOLICITED TO VEHICLES,,
213612-2018,UNLAWFUL POSS FIREARM BY FELON,Society/Public,A/P WAS IN POSSESSION OF A FIREARM IN PUBLIC AS A CONVICTED FELON,Handgun,
228338-2018,"FALSE STATEMENT FOR PROPERTY/CREDIT> $2,500 < $30K PC32.32(c4)",Business,AP GAVE A FALSE NAME TO REVIEVE MEDICAL CARE FROM COMP.,,
079024-2019,PUBLIC INTOXICATION,Government,AP'S WERE INTOXICATED IN THE PARK,,
034876-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED FROM INGESTION OF ALCOHOL,,
161837-2018,DWI 1 PREV CONV,Society/Public,AP WAS OPERATING A MOTOR VEHICLE WHILE INTOXICATED.,,
202976-2018,POSS CONT SUB PEN GRP 3 < 28G,Society/Public,AP WAS ARRESTED FOR POSSESSION OF ALPRAZOLAM.,,
077716-2018,POSS MARIJUANA <2OZ,Society/Public,AP IN POSSESSION OF MARIJUANA.,,
160822-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,POSSESSION OF CONTROL SUB,,
100243-2018,PUBLIC INTOXICATION,Society/Public,A/P ARRESTED FOR PUBLIC INTOX,,
207132-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN A PUBLIC STREET.,,
062307-2018,POSS MARIJUANA <2OZ,Society/Public,AP WAS FOUND TO BE IN POSESSION OF MARIJUANA.,,
135666-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN PUBLIC UNABLE TO CARE FOR SELF.,,
123031-2018,PUBLIC INTOXICATION,Government,AP WAS ARRESTED FOR PUBLIC INTOXICATION.,,
056607-2018,"FRAUD POSS CS/PRESCRIPTION SCH III, IV",Business,SUSP ATTEMPTED TO OBTAIN CS WITH A FRAUDULENT PRESCRIPTION.,,
069514-2018,THEFT OF PROP > OR EQUAL $100 <$750 (SHOPLIFT-NOT EMP) PC31.03(e2A),Business,RP STATES A/P TOOK ITEMS AND LEFT PAST THE LAST POINT OF PURCHASE,,
149169-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
198175-2019,CRIMINAL TRESPASS,Business,AP WAS ARRESTED FOR TRESPASSING,,
224510-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN PUBLIC,,
023872-2018,MAN DEL CONT SUB PEN GRP 1 > OR EQUAL 4G<200G,Society/Public,ARRESTEE POSSESSED WITH THE INTENT TO DELIVER CRACK COCAINE.,Handgun,No
016437-2018,POSS MARIJUANA <2OZ,Government,AP WAS IN POSSESSION OF MARIJUANA,Other,No
120596-2018,MAN DEL CONT SUB PEN GRP 1 <1G,Society/Public,A/P WAS IN POSSESSION OF CRACK COCAINE TO DISTRIBUTE,,
063664-2019,PUBLIC INTOXICATION,Government,AP WAS PUBLICLY INTOXICATED.,,
205401-2018,PUBLIC INTOXICATION,Society/Public,THE AP WAS INTOXICATED IN PUBLIC ATTEMPTING TO FIGHT PEOPLE.,,
218280-2018,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,,A/P TOOK THE LISTED VEHICLE WITHOUT PERMISSION,,
006545-2019,THEFT OF PROP <$100 W/PREV CONV ENH (NOT SHOPLIFT) PC31.03(f),Individual,ARRESTEE STOLE PROPERTY FROM COMP'S FRONT PORCH WITHOUT PERMISSIO,,
223839-2018,DWI,Society/Public,AP OPERATED VEHICLE WHILE INTOXICATED.,,
202436-2018,PUBLIC INTOXICATION,Government,"A/P WAS INTOXICATED ON DRUGS, ALCOHOL IN A PUBLIC PLACE",,
191280-2018,DWI,Society/Public,A/P WAS DRIVING WHILE INTOXICATED.,,
021441-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS INTOXICATED FROM ALCOHOL ON A PUBLIC STREET,Other,No
044582-2018,UNLAWFUL CARRY WEAPON/WEAPONS FREE ZONE,Society/Public,ARRESTEE GABRIEL WAS FOUND TO BE IN POSSESSION OF MARIJUANA,Handgun,
105437-2018,CRIMINAL TRESPASS,Business,"AP WAS ISSUED CT WARNING, REFUSED TO LEAVE",,
006085-2018,TRAF VIO -DRIV W/OUT LIC INV W/PREV CONV/SUSP/W/O FIN RES,Government,AP DROVE WITHOUT INSURANCE AND WITH SUSPENDED DRIVER'S LICENSE.,Other,No
043318-2018,POSS MARIJUANA <2OZ,Society/Public,THE A/P WAS IN POSSESSION OF MARIJUANA  AT THE TIME OF THE INC,,
021395-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION ARREST,Other,No
099572-2018,TRAFFIC VIOLATION - HAZARDOUS,Society/Public,SUSPECT FAILED TO YEILD THE ROW TO ONCOMMING TRAFFIC,,
187713-2018,THEFT OF PROP > OR EQUAL $100 <$750 (SHOPLIFT-NOT EMP) PC31.03(e2A),Business,ARRESTED PERSON CONSEALED ITEMS AND LEFT STORE WITHOUT PAYING,,
088303-2018,PUBLIC INTOXICATION,Government,AP ARRESTED FOR PUBLIC INTOXICATION,,
209098-2018,POSS MARIJUANA <2OZ,Society/Public,A/P WAS FOUND TO HAVE MARIJUANA IN HIS POSSESSION.,,
010282-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS INTOXICATED IN PUBLIC,Other,No
131182-2018,PUBLIC INTOXICATION,Government,SUSP WAS INTOXICATED FROM ALCOHOL,,
140736-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,A/P WAS IN POSSESSION OF POWDER COCAINE AT THE TIME OF ARREST,,
220226-2018,DWI 1 PREV CONV,Society/Public,AP WAS ARRESTED FOR DWI WITH A PREVIOUS CONVICTION.,,
193030-2018,POSS MARIJUANA <2OZ,Society/Public,SUSPECT WAS IN POSESSION OF MARIJUNA,,
026013-2018,DWI 2 OR MORE PREV CONV,Government,A/P WAS DRIVING WHILE INTOXICATED,Other,No
230028-2018,TRAF VIO -OPERATE MOTOR VEH W/O FIN RESP,Society/Public,A/P WAS OPERATING A MOTOR VEHICLE W/O FIN RESP,,
116184-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED AND CAUSING A DISTURBANCE.,,
080214-2018,BURGLARY OF HABITATION -NO FORCED ENTRY,Individual,A/P ENTERED THE COMPS PROPERTY WITHOUT CONSENT AND TOOK PROPERTY.,,
141887-2018,PUBLIC INTOXICATION,Society/Public,SUSPECT WAS ARRESTED FOR PUBLIC INTOX AND POSS OF MJ,,
263537-2018,ROBBERY OF BUSINESS (AGG),Business,THE AP SHOWED GUN AND TOOK MONEY FROM COMP,Toy Gun,UNK
209904-2018,PUBLIC INTOXICATION,Government,AP WAS ARRESTED FOR PUBLIC INTOXICATION,,
174664-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED IN PUBLIC AND A DANGER TO HIMSELF OR OTHERS,,
076449-2016,"THEFT OF PROP > OR EQUAL $750 BUT <$2,500 -SHOPLIFT (NOT EMP",Business,SUSPECT TOOK PROPERTY FROM STORE WITHOUT PAYING,Other,No
120773-2018,PUBLIC INTOXICATION,Government,THE ARRESTEE WAS ARRESTED FOR PUBLIC INTOXICATION.,,
029843-2018,PUBLIC INTOXICATION,Society/Public,BOTH APS WERE FOUND TO BE INTOXICATED IN PUBLIC A DANGER TO SELF,Other,No
143138-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
168670-2018,CREDIT CARD OR DEBIT CARD ABUSE,Individual,A/P ATTEMPTED TO USE A CARD THAT DIDN'T BELONG TO HIM,,
124050-2019,CRIMINAL TRESPASS HAB/DEADLY WEAP/INFRASTRUC,Business,ARRESTEE TRESPASSED IN MOTEL ROOM,,
280562-2016,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION ARREST ONLY,Other,No
224225-2017,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,Other,No
256845-2018,POSS MARIJUANA <2OZ,Society/Public,AP WAS IN POSSESSION OF MARIJUANA,,
021486-2018,PUBLIC INTOXICATION,Government,SUSP'S WERE INTOXICATED IN A PUBLIC AREA,Other,No
220902-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS INTOXICATED IN PUBLIC,,
134952-2018,POSS OF CHILD PORNOGRAPHY,Society/Public,SUSPECT WAS IN POSSESSION OF CHILD PORNOGRAPHY,,
056730-2018,CRIMINAL TRESPASS,Business,AP ENTERED RESIDENTIAL HABITATION BY FORCE W/OUT CONSENT.,,
217130-2018,PUBLIC INTOXICATION,Society/Public,AP WAS ARRESTED FOR PUBLIC INTOXICATION,,
074366-2018,POSS MARIJUANA <2OZ,Society/Public,AP WAS IN POSSESSION OF MARIJUANA,,
109158-2018,CRIMINAL TRESPASS,Government,AP WAS ON COMPS PROPERTY WITHOUT PERMISSION,,
002744-2019,PUBLIC INTOXICATION,Government,AP WAS UNDER THE INFLUENCE OF DRUGS IN PUBLIC,,
225061-2018,PUBLIC INTOXICATION,Society/Public,AP INTOXICATED IN PUBLIC PLACE.,,
029100-2018,UNLAWFUL CARRY WEAPON/WEAPONS FREE ZONE,Government,A/P WAS IN POSSESSION OF HANDGUN ON SCHOOL PROPERTY.,Handgun,No
060394-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION ARREST,,
223128-2018,POSS CONT SUB PEN GRP 1 > OR EQUAL 4G<200G,Society/Public,AP WAS IN POSSESSION OF METHAMPHETAMINES,,
273492-2018,THEFT OF PROP > OR EQUAL $100 <$750 (SHOPLIFT-NOT EMP) PC31.03(e2A),Business,AP TOOK COMPS PROPERTY WITHOUT CONSENT,,
163550-2018,BMV,Government,A/P STOLE LISTED PROPERTY FROM VEHICLE W/O CONSENT,,
217066-2018,FRAUD USE/POSS IDENTIFYING INFO # ITEMS 10<50,Individual,AP WAS IN POSSESION OF OTHER PERSONS IDENTYFYING INFO,,
226038-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
111800-2018,PUBLIC INTOXICATION,Society/Public,AP WAS ARRESTED AND TRANSPORTED TO CDC FOR PI,,
171631-2018,TRAFFIC VIOLATION - NON HAZARDOUS,Society/Public,THE AP WAS DRIVING WITH REGISTRATION EXPIRED,,
117144-2018,POSS CONT SUB PEN GRP 3 < 28G,Society/Public,POSS OF DANGEROUS DRUG,,
126612-2018,PUBLIC INTOXICATION,Society/Public,AP WAS FOUND PASSED OUT DUE TO INTOXICATION.,,
146856-2018,EVADING ARREST DETENTION W/PREV CONVICTION PC38.04(b1),Government,AP EVADED ON FOOT FROM THE AOS.,,
162650-2018,DWI 1 PREV CONV,Society/Public,A/P WAS PLACED UNDER ARREST FOR DWI.,,
166494-2018,POSS MARIJUANA <2OZ,Society/Public,THE AP WAS PLACED UNDER ARREST FOR POSS OF MARIJUANA,,
146913-2018,CRIMINAL TRESPASS,Business,SUSP HAVE A CRIMINAL TREPASS WARNING.,,
196401-2018,THEFT OF MATERIAL ALUM/BRNZE/COPPER <$20K PC31.03(e4F),Individual,AP PULLED A/C UNIT CONTAINING COPPER OUT OF WINDOW,,
230033-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
125967-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED,,
043336-2018,DWI 1 PREV CONV,Society/Public,A/P WAS DRIVING WHILE INTOXICATED.,,
159445-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED AND A DANGER TO HIMSELF OR OTHERS.,,
072221-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS INTOXICATED IN PUBLIC,,
045014-2018,DWI,Society/Public,THE ARRESTED PERSON WAS ARRESTED FOR DRIVING WHILE INTOXICATED.,,
266542-2018,PUBLIC INTOXICATION,Government,A/P FOUND IMPAIRED FROM UNK DRUGS ON PUBLIC STREET.,,
178674-2018,THEFT OF PROP > OR EQUAL $100 <$750 (SHOPLIFT-NOT EMP) PC31.03(e2A),Business,AP TOOK PROPERTY FROM COMP W/O CONSENT AND LEFT W/O PAYING.,,
205439-2018,RESIST ARREST SEARCH OR TRANSPORT,Society/Public,A/P STRUCK THE COMP ON RIGHT SIDE OF FACE WITH HAND.,,
193626-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED,,
006125-2018,BMV,Government,AP TOOK COMP'S PROPERTY WITHOUT COMP'S PERMISSION,Other,No
125753-2018,PUBLIC INTOXICATION,Society/Public,AP WAS FOUND TO BE INTOXICATED BY ALCOHOL AND PLACED UNDER ARREST,,
036475-2018,DWI 1 PREV CONV,Society/Public,AP WAS INVOLVED IN AN ACCIDENT.,,
049761-2018,POSS CONT SUB PEN GRP 1 > OR EQUAL 1G<4G,Society/Public,AP WAS SHOWN TO BE IN POSS OF METHAMPHETAMINE,,
157916-2018,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",Individual,AP KICKED IN COMP'S FRONT DOOR/ AP CREATED LARGE BIOHAZARD(BLOOD),,
166454-2019,UNLAWFUL CARRYING WEAPON,Society/Public,AP WAS IN POSSESSION OF A HANDGUN,Handgun,
209054-2018,CRIMINAL TRESPASS,Business,AP REFUSED TO LEAVE WAL-MART,,
124542-2018,POSS CONT SUB PEN GRP 2-A < OR EQUAL 2 OZ,Society/Public,A/P WAS IN POSSESSION OF K2 AT  THE TIME OF ARREST,,
020119-2018,PUBLIC INTOXICATION,Society/Public,AP WAS FOUND INTOXICATED IN A PUBLIC PLACE.,Pocket Knife,No
240350-2018,PUBLIC INTOXICATION,Society/Public,AP INTOXICATED IN A PUBLIC PLACE AND A DANGER TO HIMSELF AND OTHE,,
242972-2018,VIO PROTECT ORDER BIAS/PREJUDICE,Individual,AP VIOLATED A TEMPORARY PROTECTIVE ORDER,,
156967-2016,PUBLIC INTOXICATION,Government,A/P WAS INTOXICATED FROM ALCOHOL.,Other,No
242272-2018,"FALSE STATEMENT FOR PROPERTY/CREDIT> $2,500 < $30K PC32.32(c4)",Financial Institutio,A/P APPLIED FOR LOAN USING FALSE I.D.,,
050500-2018,PUBLIC INTOXICATION,Society/Public,THE AP WAS INTOXICATED IN A PUBLIC PLACE,,
042986-2018,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,,ARRESTEE JUMPED INTO VICTIM'S VEHICLE AND DROVE OFF W/OUT CONSENT,,
080325-2018,THEFT OF PROP > OR EQUAL $100 <$750 (SHOPLIFT-NOT EMP) PC31.03(e2A),Business,AP TOOK COMP'S PROPERTY W/O CONSENT,,
019113-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS IN PUBLIC AND INTOXICATED,Other,No
172349-2018,CRIMINAL TRESPASS,Business,CRIMINAL TRESPASS,,
019416-2018,POSS MARIJUANA <2OZ,Society/Public,THE A/P POSSESSED MARIJUANA ON HIS PERSON.,Other,No
274539-2016,THEFT FROM PERSON-PICKPOCKE,Individual,A/P STOLE COMPS WALLET FROM REAR POCKET AS HE WALKED BY,Other,No
140140-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,AP WAS IN POSSESSION OF COCAINE,,
090953-2017,PUBLIC INTOXICATION,Government,A/P WAS TAKEN TO CDC FOR PI,Other,No
211285-2018,POSS CONT SUB PEN GRP 3 < 28G,Society/Public,A/P WAS IN POSS OF CS PG 3,,
191407-2018,TRAF VIO -DRIV W/OUT LIC INV W/PREV CONV/SUSP/W/O FIN RES,Society/Public,A/P DROVE MOTOR VEHICLE W/ INVALID LICENSE W/ FMFR,,
241427-2018,CRIMINAL TRESPASS,Business,A/P FOUND PROPERTY AFTER GIVEN CT WARNING,,
078810-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED WHILE IN PUBLIC.,,
064436-2018,THEFT OF PROP > OR EQUAL $100 <$750 (SHOPLIFT-NOT EMP) PC31.03(e2A),Business,SUSP TOOK PROP W/O PERM AND EXITED PASSING ALL POINT OF SALE,,
116293-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED IN PUBLIC,,
271509-2018,ROBBERY OF BUSINESS,Business,"A/P HAD HAND IN FRONT OF HOODIE, STATED GIVE ME ALL THE MONEY",Blunt Object,UNK
244634-2018,OTHER OFFENSE - MISDEMEANOR,Society/Public,AP WAS IN POSSESSION OF DRUG PARAPHERNALIA,,
210962-2018,UNLAWFUL CARRYING WEAPON,Society/Public,AP UNLAWFULLY CARRYING A HANDGUN WHILE DRIVING WHILE INTOXICATED,Handgun,
127851-2018,DWI 1 PREV CONV,Society/Public,THE ARRESTED PERSON WAS ARRESTED FOR DRIVING WHILE INTOXICATED.,,
142419-2018,PUBLIC INTOXICATION,Government,"ARRESTEE WAS INTOXICATED ON A PUBLIC STREET IN DALLAS, DALLAS COU",,
061496-2018,CRIMINAL TRESPASS,Business,A/P WAS ON PROPERTY AFTER BEING ISSUED CT WARNING,,
258377-2018,RECOVERED OUT OF TOWN STOLEN PROPERTY (NO OFFENSE),Society/Public,RECOVERED OUT OF TOWN STOLEN,,
199438-2018,PUBLIC INTOXICATION,Government,A/P IS INTOXICATED AND  DANGER TO HIMSELF,,
247406-2018,ABUSIVE/SILENT CALL/ELECTR COMM TO 911 SERVICE  PC 42.061(d),Society/Public,ABUSE OF 911,,
183182-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED IN A PUBLIC PLACE AND A DANGER TO HIMSELF,,
077849-2018,PUBLIC INTOXICATION,Society/Public,AP WAS ARRESTED FOR PUBLIC INTOX,,
057016-2018,CRIMINAL TRESPASS,Individual,A/P FORCED HER WAY INTO HOME WITHOUT PERMISSION,,
094555-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
105858-2018,PUBLIC INTOXICATION,Individual,PUBLICE INTOXICATION,,
182435-2018,PUBLIC INTOXICATION,Government,SUSP WAS INTOXICATED IN A PUBLIC PLACE AND A DANGER TO HERSELF,,
133814-2019,PUBLIC INTOXICATION,Government,THE ARRESTEE CAUSED A DISTURBANCE IN OUR PRESENCE.,,
205467-2018,PUBLIC INTOXICATION,Society/Public,AP'S ARRESTED FOR PUBLIC INTOXICATION,,
210872-2018,ASSAULT -PUB SERV (NON LAW ENF) - BODILY INJURY ONLY,Individual,"AP STRUCK COMP, WHO WAS A PUBLIC SERVANT, WITH FOOT",Personal Weapons (Hands-Feet ETC),UNK
132945-2018,DWI,Society/Public,A/P WAS DRIVING WHILE INTOXICATED.,,
243080-2018,CRIMINAL TRESPASS,Business,AP WAS ON PROPERTY AFTER BEEN GIVEN A CRIMINAL TRESPASS WARNING.,,
021173-2021,POSS MARIJUANA >2OZ< OR EQUAL 4OZ,Society/Public,AP WAS IN POSSESSION OF MARIJUANA,,
127032-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED AND CAUSING A DISTURBANCE.,,
215025-2018,POSS MARIJUANA <2OZ,Society/Public,POSSESSION OF MARIJUANA,,
124808-2018,DWI 2 OR MORE PREV CONV,Society/Public,AP WAS ARRESTED FOR DWI,,
229964-2018,POSS MARIJUANA <2OZ,Society/Public,AP ARRESTED FOR POSSESSION OF MARIJUANA,,
122871-2018,PUBLIC INTOXICATION,Government,AP WAS PASSED OUT AND INTOXICATED IN A RESTAURANT,,
199317-2018,ASSAULT -ELD OR DISABLED VIC -OFFENSIVE CONTACT,Individual,SUSP PUSHED COMP CAUSING COMP TO BE OFFENDED,Other,UNK
149913-2018,THEFT OF PROP > OR EQUAL $100 <$750 (SHOPLIFT-NOT EMP) PC31.03(e2A),Business,A/P TOOK COMP'S PROPERTY WITHOUT CONSENT,,
124739-2018,CRIMINAL TRESPASS,Business,AP WAS ASK TO LEAVE PRIVATE PROPERTY AND REFUSED TO LEAVE,,
178751-2018,PUBLIC INTOXICATION,Society/Public,A/P INTOXICATED ON PUBLIC SIDEWALK,,
205439-2018,TRAF VIO -OPERATE MOTOR VEH W/O FIN RESP,Society/Public,A/P OPERATED HER MOTOR VEHICLE WITHOUT INSURANCE.,,
019795-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,AP POSS CON SUB,Other,No
218590-2018,FORGERY FINANCIAL INSTRUMENT,Business,A/P TRIED TO CASH A FORGED CHECK,,
197706-2017,PUBLIC INTOXICATION,Government,A/P WAS INTOXICATED AND WAS A DANGER TO SELF.,Other,No
010247-2018,CRIMINAL TRESPASS,Business,SUSP REFUSED TO LEAVE THE PROPERTY,Other,No
184364-2018,CRIMINAL TRESPASS WARNING,Business,SUSP WAS WARNED NOT TO RETURN TO LOCATION,,
165531-2018,OBSTRUCTION OR RETALIATION,Society/Public,"ARRESTEE WAS ARRESTED FOR CT, RESISITING, AND RETALIATION",,
133580-2020,PUBLIC INTOXICATION,Government,ARRESTEE WAS INTOXICATED IN A PUBLIC PLACE.,,
230609-2018,DWI,Society/Public,AP WAS ARRESTED FOR DWI.,,
117178-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN PUBLIC.,,
112415-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
130826-2018,DWI,Society/Public,AP WAS OPERATING A CAR WHILE INTOXICATED,,
029956-2018,CRIM MISCHIEF >OR EQUAL $100 BUT <$750,Individual,A/P THREW A ROCK AT COMP'S WINDOW CAUSING DAMAGE,Personal Weapons (Hands-Feet ETC),No
004602-2018,DWI,Government,DWI,Other,No
236065-2018,DWI,Government,A/P WAS OPERATING A MOTOR VEHICLE WHILE INTOXICATED,,
060533-2018,PUBLIC INTOXICATION,Society/Public,A/P ARRESTED FOR PUBLIC INTOXICATION,,
165135-2018,DWI,Government,AP WAS OPERATING A MOTOR VEHICLE WHILE IMPAIRED.,,
210582-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
104283-2018,POSS MARIJUANA <2OZ,Society/Public,SUSPECT HAD MARIJUANA IN HIS VEHICLE,,
183836-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
205401-2018,POSS MARIJUANA <2OZ,Society/Public,AP WAS IN POSSESSION OF MARIJUANA.,,
151556-2018,PUBLIC INTOXICATION,Government,AP ARRESTED FOR PI,,
202646-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,A/P SHOT A UNKNOWN TYPE WEAPON AT COMPS MISSING THEM.,Firearm (Type Not Stated),UNK
158337-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
039371-2018,PUBLIC INTOXICATION,Government,A/P WAS INTOXICATED IN PUBLIC,,
082897-2018,ASSAULT (AGG) -SERIOUS BODILY INJURY,Individual,AP HIT COMP IN THE HEAD CAUSING INJURY,Blunt Object,UNK
288991-2017,PUBLIC INTOXICATION,Government,AP WAS ARRESTED FOR PUBLIC INTOXICATION.,Other,No
187611-2018,PROHIBITED WEAPON PC,Society/Public,AP MOSS PLACED HIS HANDGUN THROUGH THE TSA X-RAY INTO SECURE SIDE,Handgun,
136601-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,AP WAS IN POSSESSION OF COCAINE,,
188291-2018,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,,UNK SUSP TOOK COMPS VEH WITHOUT PERMISSION,,
194711-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED IN A PUBLIC PLACE,,
056163-2018,DWI,Society/Public,A/P WAS DRIVING A MOTOR VEH WHILE INTOXICATED FROM ALCOHOL.,,
155764-2017,PUBLIC INTOXICATION,Government,THE AP WAS FOUND INTOXICATED IN A PUBLIC PLACE,Other,UNK
088916-2021,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED BY ALCOHOL,,
187246-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED AND A DANGER TO HIMSELF IN A PUBLIC PLACE,,
079511-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
119024-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS INTOXICATED IN PUBLIC,,
278340-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED AND A DANGER TO HIMSELF AND OTHERS IN PUBLIC,,
002823-2019,"THEFT OF PROP <$2,500 2+PREV CONV (NOT SHOPLIFT) PC31.03 (e4D)",Business,AP TOOK MONEY FROM COMPLAINANT WITHOUT CONSENT.,,
